,0,1,2,3,4
1008,KY-500,Kentucky,kentuckybalanceofstate,clinton,2189
1009,KY-500,Kentucky,kentuckybalanceofstate,crittenden,2189
1010,KY-500,Kentucky,kentuckybalanceofstate,cumberland,2189
1011,KY-500,Kentucky,kentuckybalanceofstate,edmonson,2189
1012,KY-500,Kentucky,kentuckybalanceofstate,elliott,2189
1013,KY-500,Kentucky,kentuckybalanceofstate,estill,2189
1014,KY-500,Kentucky,kentuckybalanceofstate,fleming,2189
1015,KY-500,Kentucky,kentuckybalanceofstate,floyd,2189
1016,KY-500,Kentucky,kentuckybalanceofstate,franklin,2189
1017,KY-500,Kentucky,kentuckybalanceofstate,fulton,2189
1018,KY-500,Kentucky,kentuckybalanceofstate,gallatin,2189
1019,KY-500,Kentucky,kentuckybalanceofstate,garrard,2189
1020,KY-500,Kentucky,kentuckybalanceofstate,grant,2189
1021,KY-500,Kentucky,kentuckybalanceofstate,graves,2189
1022,KY-500,Kentucky,kentuckybalanceofstate,grayson,2189
1023,KY-500,Kentucky,kentuckybalanceofstate,green,2189
1024,KY-500,Kentucky,kentuckybalanceofstate,greenup,2189
1025,KY-500,Kentucky,kentuckybalanceofstate,hancock,2189
1026,KY-500,Kentucky,kentuckybalanceofstate,hardin,2189
1027,KY-500,Kentucky,kentuckybalanceofstate,harlan,2189
1028,KY-500,Kentucky,kentuckybalanceofstate,harrison,2189
1029,KY-500,Kentucky,kentuckybalanceofstate,hart,2189
1030,KY-500,Kentucky,kentuckybalanceofstate,henderson,2189
1031,KY-500,Kentucky,kentuckybalanceofstate,henry,2189
1032,KY-500,Kentucky,kentuckybalanceofstate,hickman,2189
1033,KY-500,Kentucky,kentuckybalanceofstate,hopkins,2189
1034,KY-500,Kentucky,kentuckybalanceofstate,jackson,2189
1035,KY-500,Kentucky,kentuckybalanceofstate,jessamine,2189
1036,KY-500,Kentucky,kentuckybalanceofstate,johnson,2189
1037,KY-500,Kentucky,kentuckybalanceofstate,kenton,2189
1038,KY-500,Kentucky,kentuckybalanceofstate,knott,2189
1039,KY-500,Kentucky,kentuckybalanceofstate,knox,2189
1040,KY-500,Kentucky,kentuckybalanceofstate,larue,2189
1041,KY-500,Kentucky,kentuckybalanceofstate,laurel,2189
1042,KY-500,Kentucky,kentuckybalanceofstate,lawrence,2189
1043,KY-500,Kentucky,kentuckybalanceofstate,lee,2189
1044,KY-500,Kentucky,kentuckybalanceofstate,leslie,2189
1045,KY-500,Kentucky,kentuckybalanceofstate,letcher,2189
1046,KY-500,Kentucky,kentuckybalanceofstate,lewis,2189
1047,KY-500,Kentucky,kentuckybalanceofstate,lincoln,2189
1048,KY-500,Kentucky,kentuckybalanceofstate,livingston,2189
1049,KY-500,Kentucky,kentuckybalanceofstate,logan,2189
1050,KY-500,Kentucky,kentuckybalanceofstate,lyon,2189
1051,KY-500,Kentucky,kentuckybalanceofstate,mccracken,2189
1052,KY-500,Kentucky,kentuckybalanceofstate,mccreary,2189
1053,KY-500,Kentucky,kentuckybalanceofstate,mclean,2189
1054,KY-500,Kentucky,kentuckybalanceofstate,madison,2189
1055,KY-500,Kentucky,kentuckybalanceofstate,magoffin,2189
1056,KY-500,Kentucky,kentuckybalanceofstate,marion,2189
1057,KY-500,Kentucky,kentuckybalanceofstate,marshall,2189
1058,KY-500,Kentucky,kentuckybalanceofstate,martin,2189
1059,KY-500,Kentucky,kentuckybalanceofstate,mason,2189
1060,KY-500,Kentucky,kentuckybalanceofstate,meade,2189
1061,KY-500,Kentucky,kentuckybalanceofstate,menifee,2189
1062,KY-500,Kentucky,kentuckybalanceofstate,mercer,2189
1063,KY-500,Kentucky,kentuckybalanceofstate,metcalfe,2189
1064,KY-500,Kentucky,kentuckybalanceofstate,monroe,2189
1065,KY-500,Kentucky,kentuckybalanceofstate,montgomery,2189
1066,KY-500,Kentucky,kentuckybalanceofstate,morgan,2189
1067,KY-500,Kentucky,kentuckybalanceofstate,muhlenberg,2189
1068,KY-500,Kentucky,kentuckybalanceofstate,nelson,2189
1069,KY-500,Kentucky,kentuckybalanceofstate,nicholas,2189
1070,KY-500,Kentucky,kentuckybalanceofstate,ohio,2189
1071,KY-500,Kentucky,kentuckybalanceofstate,oldham,2189
1072,KY-500,Kentucky,kentuckybalanceofstate,owen,2189
1073,KY-500,Kentucky,kentuckybalanceofstate,owsley,2189
1074,KY-500,Kentucky,kentuckybalanceofstate,pendleton,2189
1075,KY-500,Kentucky,kentuckybalanceofstate,perry,2189
1076,KY-500,Kentucky,kentuckybalanceofstate,pike,2189
1077,KY-500,Kentucky,kentuckybalanceofstate,powell,2189
1078,KY-500,Kentucky,kentuckybalanceofstate,pulaski,2189
1079,KY-500,Kentucky,kentuckybalanceofstate,robertson,2189
1080,KY-500,Kentucky,kentuckybalanceofstate,rockcastle,2189
1081,KY-500,Kentucky,kentuckybalanceofstate,rowan,2189
1082,KY-500,Kentucky,kentuckybalanceofstate,russell,2189
1083,KY-500,Kentucky,kentuckybalanceofstate,scott,2189
1084,KY-500,Kentucky,kentuckybalanceofstate,shelby,2189
1085,KY-500,Kentucky,kentuckybalanceofstate,simpson,2189
1086,KY-500,Kentucky,kentuckybalanceofstate,spencer,2189
1087,KY-500,Kentucky,kentuckybalanceofstate,taylor,2189
1088,KY-500,Kentucky,kentuckybalanceofstate,todd,2189
1089,KY-500,Kentucky,kentuckybalanceofstate,trigg,2189
1090,KY-500,Kentucky,kentuckybalanceofstate,trimble,2189
1091,KY-500,Kentucky,kentuckybalanceofstate,union,2189
1092,KY-500,Kentucky,kentuckybalanceofstate,warren,2189
1093,KY-500,Kentucky,kentuckybalanceofstate,washington,2189
1094,KY-500,Kentucky,kentuckybalanceofstate,wayne,2189
1095,KY-500,Kentucky,kentuckybalanceofstate,webster,2189
1096,KY-500,Kentucky,kentuckybalanceofstate,whitley,2189
1097,KY-500,Kentucky,kentuckybalanceofstate,wolfe,2189
1098,KY-500,Kentucky,kentuckybalanceofstate,woodford,2189
1099,KY-501,Kentucky,jefferson,jefferson,1080
1100,KY-501,Kentucky,louisville,daviess,1080
1101,KY-502,Kentucky,fayette,fayette,715
1102,KY-502,Kentucky,lexington,fayette,715
1103,LA-500,Louisiana,lafayette,lafayette,351
1104,LA-502,Louisiana,bossier,bossier,255
1105,LA-502,Louisiana,shreveport,caddo,255
1106,LA-503,Louisiana,jeffersonparish,jeffersonparish,1214
1107,LA-503,Louisiana,neworleans,orleans,1214
1108,LA-505,Louisiana,monroe,ouachita,136
1109,LA-506,Louisiana,slidell,st.tammany,611
1110,LA-507,Louisiana,alexandria,rapides,75
1111,LA-509,Louisiana,louisianabalanceofstate,acadiaparish,4731
1112,LA-509,Louisiana,louisianabalanceofstate,allenparish,4731
1113,LA-509,Louisiana,louisianabalanceofstate,ascensionparish,4731
1114,LA-509,Louisiana,louisianabalanceofstate,assumptionparish,4731
1115,LA-509,Louisiana,louisianabalanceofstate,avoyellesparish,4731
1116,LA-509,Louisiana,louisianabalanceofstate,beauregardparish,4731
1117,LA-509,Louisiana,louisianabalanceofstate,bienvilleparish,4731
1118,LA-509,Louisiana,louisianabalanceofstate,bossierparish,4731
1119,LA-509,Louisiana,louisianabalanceofstate,caddoparish,4731
1120,LA-509,Louisiana,louisianabalanceofstate,calcasieuparish,4731
1121,LA-509,Louisiana,louisianabalanceofstate,caldwellparish,4731
1122,LA-509,Louisiana,louisianabalanceofstate,cameronparish,4731
1123,LA-509,Louisiana,louisianabalanceofstate,catahoulaparish,4731
1124,LA-509,Louisiana,louisianabalanceofstate,claiborneparish,4731
1125,LA-509,Louisiana,louisianabalanceofstate,concordiaparish,4731
1126,LA-509,Louisiana,louisianabalanceofstate,desotoparish,4731
1127,LA-509,Louisiana,louisianabalanceofstate,batonrougeparish,4731
1128,LA-509,Louisiana,louisianabalanceofstate,carrollparish,4731
1129,LA-509,Louisiana,louisianabalanceofstate,felicianaparish,4731
1130,LA-509,Louisiana,louisianabalanceofstate,evangelineparish,4731
1131,LA-509,Louisiana,louisianabalanceofstate,franklinparish,4731
1132,LA-509,Louisiana,louisianabalanceofstate,grantparish,4731
1133,LA-509,Louisiana,louisianabalanceofstate,iberiaparish,4731
1134,LA-509,Louisiana,louisianabalanceofstate,ibervilleparish,4731
1135,LA-509,Louisiana,louisianabalanceofstate,jacksonparish,4731
1136,LA-509,Louisiana,louisianabalanceofstate,jeffersondavisparish,4731
1137,LA-509,Louisiana,louisianabalanceofstate,lafayetteparish,4731
1138,LA-509,Louisiana,louisianabalanceofstate,lafourcheparish,4731
1139,LA-509,Louisiana,louisianabalanceofstate,lasalleparish,4731
1140,LA-509,Louisiana,louisianabalanceofstate,lincolnparish,4731
1141,LA-509,Louisiana,louisianabalanceofstate,livingstonparish,4731
1142,LA-509,Louisiana,louisianabalanceofstate,madisonparish,4731
1143,LA-509,Louisiana,louisianabalanceofstate,morehouseparish,4731
1144,LA-509,Louisiana,louisianabalanceofstate,natchitochesparish,4731
1145,LA-509,Louisiana,louisianabalanceofstate,orleansparish,4731
1146,LA-509,Louisiana,louisianabalanceofstate,ouachitaparish,4731
1147,LA-509,Louisiana,louisianabalanceofstate,plaqueminesparish,4731
1148,LA-509,Louisiana,louisianabalanceofstate,pointecoupeeparish,4731
1149,LA-509,Louisiana,louisianabalanceofstate,rapidesparish,4731
1150,LA-509,Louisiana,louisianabalanceofstate,redriverparish,4731
1151,LA-509,Louisiana,louisianabalanceofstate,richlandparish,4731
1152,LA-509,Louisiana,louisianabalanceofstate,sabineparish,4731
1153,LA-509,Louisiana,louisianabalanceofstate,st.bernardparish,4731
1154,LA-509,Louisiana,louisianabalanceofstate,st.charlesparish,4731
1155,LA-509,Louisiana,louisianabalanceofstate,st.helenaparish,4731
1156,LA-509,Louisiana,louisianabalanceofstate,st.jamesparish,4731
1157,LA-509,Louisiana,louisianabalanceofstate,st.johnthebaptistparish,4731
1158,LA-509,Louisiana,louisianabalanceofstate,st.landryparish,4731
1159,LA-509,Louisiana,louisianabalanceofstate,st.martinparish,4731
1160,LA-509,Louisiana,louisianabalanceofstate,st.maryparish,4731
1161,LA-509,Louisiana,louisianabalanceofstate,st.tammanyparish,4731
1162,LA-509,Louisiana,louisianabalanceofstate,tangipahoaparish,4731
1163,LA-509,Louisiana,louisianabalanceofstate,tensasparish,4731
1164,LA-509,Louisiana,louisianabalanceofstate,terrebonneparish,4731
1165,LA-509,Louisiana,louisianabalanceofstate,unionparish,4731
1166,LA-509,Louisiana,louisianabalanceofstate,vermilionparish,4731
1167,LA-509,Louisiana,louisianabalanceofstate,vernonparish,4731
1168,LA-509,Louisiana,louisianabalanceofstate,washingtonparish,4731
1169,LA-509,Louisiana,louisianabalanceofstate,websterparish,4731
1170,LA-509,Louisiana,louisianabalanceofstate,batonrougeparish,4731
1171,LA-509,Louisiana,louisianabalanceofstate,carrollparish,4731
1172,LA-509,Louisiana,louisianabalanceofstate,felicianaparish,4731
1173,LA-509,Louisiana,louisianabalanceofstate,winnparish,4731
1174,MA-500,Massachusetts,boston,suffolk,4439
1175,MA-502,Massachusetts,lynn,essex,851
1176,MA-504,Massachusetts,hampden,hampden,2294
1177,MA-504,Massachusetts,springfield,hampden,2294
1178,MA-505,Massachusetts,newbedford,bristol,370
1179,MA-506,Massachusetts,worcester,worcester,1277
1180,MA-507,Massachusetts,hampshire,hampshire,542
1181,MA-507,Massachusetts,franklin,franklin,542
1182,MA-507,Massachusetts,berkshire,berkshire,542
1183,MA-507,Massachusetts,pittsfield,berkshire,542
1184,MA-509,Massachusetts,cambridge,middlesex,440
1185,MA-510,Massachusetts,essex,essex,none
1186,MA-510,Massachusetts,salem,essex,none
1187,MA-510,Massachusetts,haverhill,essex,none
1188,MA-510,Massachusetts,gloucester,essex,none
1189,MA-511,Massachusetts,plymouth,plymouth,1008
1190,MA-511,Massachusetts,brockton,plymouth,1008
1191,MA-511,Massachusetts,quincy,norfolk,1008
1192,MA-515,Massachusetts,fallriver,bristol,361
1193,MA-516,Massachusetts,massachusettsbalanceofstate,barnstable,3235
1194,MA-516,Massachusetts,massachusettsbalanceofstate,dukes,3235
1195,MA-516,Massachusetts,massachusettsbalanceofstate,nantucket,3235
1196,MA-519,Massachusetts,bristol,bristol,293
1197,MA-519,Massachusetts,taunton,bristol,293
1198,MA-519,Massachusetts,attleboro,bristol,293
1199,MD-501,Maryland,baltimore,baltimore,1597
1200,MD-502,Maryland,harford,harford,none
1201,MD-503,Maryland,annearundel,annearundel,307
1202,MD-503,Maryland,annapolis,annearundel,307
1203,MD-504,Maryland,howard,howard,165
1204,MD-505,Maryland,baltimore,baltimore,468
1205,MD-506,Maryland,carroll,carroll,76
1206,MD-509,Maryland,frederick,frederick,216
1207,MD-513,Maryland,worcester,worcester,237
1208,MD-513,Maryland,somerset,somerset,237
1209,MD-513,Maryland,wicomico,wicomico,237
1210,MD-514,Maryland,marylandbalanceofstate,allegany,1053
1211,MD-514,Maryland,marylandbalanceofstate,calvert,1053
1212,MD-514,Maryland,marylandbalanceofstate,caroline,1053
1213,MD-514,Maryland,marylandbalanceofstate,cecil,1053
1214,MD-514,Maryland,marylandbalanceofstate,charles,1053
1215,MD-514,Maryland,marylandbalanceofstate,dorchester,1053
1216,MD-514,Maryland,marylandbalanceofstate,garrett,1053
1217,MD-514,Maryland,marylandbalanceofstate,kent,1053
1218,MD-514,Maryland,marylandbalanceofstate,queenanne's,1053
1219,MD-514,Maryland,marylandbalanceofstate,st.mary's,1053
1220,MD-514,Maryland,marylandbalanceofstate,talbot,1053
1221,MD-514,Maryland,marylandbalanceofstate,washington,1053
1222,MD-514,Maryland,marylandbalanceofstate,baltimorecity,1053
1223,MD-600,Maryland,princegeorge's,princegeorge's,533
1224,MD-601,Maryland,montgomery,montgomery,581
1225,ME-500,Maine,mainestatewide,androscoggin,4411
1226,ME-500,Maine,mainestatewide,aroostook,4411
1227,ME-500,Maine,mainestatewide,cumberland,4411
1228,ME-500,Maine,mainestatewide,franklin,4411
1229,ME-500,Maine,mainestatewide,hancock,4411
1230,ME-500,Maine,mainestatewide,kennebec,4411
1231,ME-500,Maine,mainestatewide,knox,4411
1232,ME-500,Maine,mainestatewide,lincoln,4411
1233,ME-500,Maine,mainestatewide,oxford,4411
1234,ME-500,Maine,mainestatewide,penobscot,4411
1235,ME-500,Maine,mainestatewide,piscataquis,4411
1236,ME-500,Maine,mainestatewide,sagadahoc,4411
1237,ME-500,Maine,mainestatewide,somerset,4411
1238,ME-500,Maine,mainestatewide,waldo,4411
1239,ME-500,Maine,mainestatewide,washington,4411
1240,ME-500,Maine,mainestatewide,york,4411
1241,MI-500,Michigan,michiganbalanceofstate,alcona,1585
1242,MI-500,Michigan,michiganbalanceofstate,alger,1585
1243,MI-500,Michigan,michiganbalanceofstate,allegan,1585
1244,MI-500,Michigan,michiganbalanceofstate,alpena,1585
1245,MI-500,Michigan,michiganbalanceofstate,arenac,1585
1246,MI-500,Michigan,michiganbalanceofstate,baraga,1585
1247,MI-500,Michigan,michiganbalanceofstate,barry,1585
1248,MI-500,Michigan,michiganbalanceofstate,bay,1585
1249,MI-500,Michigan,michiganbalanceofstate,benzie,1585
1250,MI-500,Michigan,michiganbalanceofstate,berrien,1585
1251,MI-500,Michigan,michiganbalanceofstate,branch,1585
1252,MI-500,Michigan,michiganbalanceofstate,cass,1585
1253,MI-500,Michigan,michiganbalanceofstate,charlevoix,1585
1254,MI-500,Michigan,michiganbalanceofstate,cheboygan,1585
1255,MI-500,Michigan,michiganbalanceofstate,chippewa,1585
1256,MI-500,Michigan,michiganbalanceofstate,clare,1585
1257,MI-500,Michigan,michiganbalanceofstate,clinton,1585
1258,MI-500,Michigan,michiganbalanceofstate,crawford,1585
1259,MI-500,Michigan,michiganbalanceofstate,delta,1585
1260,MI-500,Michigan,michiganbalanceofstate,dickinson,1585
1261,MI-500,Michigan,michiganbalanceofstate,emmet,1585
1262,MI-500,Michigan,michiganbalanceofstate,gladwin,1585
1263,MI-500,Michigan,michiganbalanceofstate,gogebic,1585
1264,MI-500,Michigan,michiganbalanceofstate,gratiot,1585
1265,MI-500,Michigan,michiganbalanceofstate,dale,1585
1266,MI-500,Michigan,michiganbalanceofstate,houghton,1585
1267,MI-500,Michigan,michiganbalanceofstate,huron,1585
1268,MI-500,Michigan,michiganbalanceofstate,ionia,1585
1269,MI-500,Michigan,michiganbalanceofstate,iosco,1585
1270,MI-500,Michigan,michiganbalanceofstate,iron,1585
1271,MI-500,Michigan,michiganbalanceofstate,isabella,1585
1272,MI-500,Michigan,michiganbalanceofstate,kalkaska,1585
1273,MI-500,Michigan,michiganbalanceofstate,keweenaw,1585
1274,MI-500,Michigan,michiganbalanceofstate,lake,1585
1275,MI-500,Michigan,michiganbalanceofstate,lapeer,1585
1276,MI-500,Michigan,michiganbalanceofstate,luce,1585
1277,MI-500,Michigan,michiganbalanceofstate,mackinac,1585
1278,MI-500,Michigan,michiganbalanceofstate,manistee,1585
1279,MI-500,Michigan,michiganbalanceofstate,marquette,1585
1280,MI-500,Michigan,michiganbalanceofstate,mason,1585
1281,MI-500,Michigan,michiganbalanceofstate,mecosta,1585
1282,MI-500,Michigan,michiganbalanceofstate,menominee,1585
1283,MI-500,Michigan,michiganbalanceofstate,midland,1585
1284,MI-500,Michigan,michiganbalanceofstate,missaukee,1585
1285,MI-500,Michigan,michiganbalanceofstate,montcalm,1585
1286,MI-500,Michigan,michiganbalanceofstate,montmorency,1585
1287,MI-500,Michigan,michiganbalanceofstate,newaygo,1585
1288,MI-500,Michigan,michiganbalanceofstate,oceana,1585
1289,MI-500,Michigan,michiganbalanceofstate,ogemaw,1585
1290,MI-500,Michigan,michiganbalanceofstate,ontonagon,1585
1291,MI-500,Michigan,michiganbalanceofstate,osceola,1585
1292,MI-500,Michigan,michiganbalanceofstate,oscoda,1585
1293,MI-500,Michigan,michiganbalanceofstate,otsego,1585
1294,MI-500,Michigan,michiganbalanceofstate,presqueisle,1585
1295,MI-500,Michigan,michiganbalanceofstate,roscommon,1585
1296,MI-500,Michigan,michiganbalanceofstate,st.clair,1585
1297,MI-500,Michigan,michiganbalanceofstate,st.joseph,1585
1298,MI-500,Michigan,michiganbalanceofstate,sanilac,1585
1299,MI-500,Michigan,michiganbalanceofstate,schoolcraft,1585
1300,MI-500,Michigan,michiganbalanceofstate,shiawassee,1585
1301,MI-500,Michigan,michiganbalanceofstate,tuscola,1585
1302,MI-500,Michigan,michiganbalanceofstate,vanburen,1585
1303,MI-500,Michigan,michiganbalanceofstate,wexford,1585
1304,MI-501,Michigan,detroit,monroe,1691
1305,MI-502,Michigan,wayne,wayne,166
1306,MI-502,Michigan,land,wayne,166
1307,MI-502,Michigan,dearbornheights,wayne,166
1308,MI-502,Michigan,dearborn,wayne,166
1309,MI-503,Michigan,macomb,macomb,272
1310,MI-503,Michigan,warren,macomb,272
1311,MI-503,Michigan,st.clairshores,macomb,272
1312,MI-504,Michigan,oakland,oakland,320
1313,MI-504,Michigan,royaloak,oakland,320
1314,MI-504,Michigan,pontiac,oakland,320
1315,MI-505,Michigan,genesee,genesee,360
1316,MI-505,Michigan,flint,genesee,360
1317,MI-506,Michigan,kent,kent,1044
1318,MI-506,Michigan,wyoming,kent,1044
1319,MI-506,Michigan,grandrapids,kent,1044
1320,MI-507,Michigan,kalamazoo,kalamazoo,488
1321,MI-507,Michigan,portage,kalamazoo,488
1322,MI-508,Michigan,ingham,ingham,515
1323,MI-508,Michigan,lansing,ingham,515
1324,MI-508,Michigan,lansing,ingham,515
1325,MI-509,Michigan,washtenaw,washtenaw,211
1326,MI-510,Michigan,saginaw,saginaw,313
1327,MI-511,Michigan,lenawee,lenawee,158
1328,MI-512,Michigan,leelanau,leelanau,164
1329,MI-512,Michigan,antrim,antrim,164
1330,MI-512,Michigan,grandtraverse,grandtraverse,164
1331,MI-514,Michigan,calhoun,calhoun,218
1332,MI-514,Michigan,battlecreek,calhoun,218
1333,MI-515,Michigan,monroe,monroe,111
1334,MI-516,Michigan,muskegon,muskegon,135
1335,MI-516,Michigan,nortonshores,muskegon,135
1336,MI-517,Michigan,jackson,jackson,90
1337,MI-518,Michigan,livingston,livingston,97
1338,MI-519,Michigan,ottawa,ottawa,200
1339,MI-519,Michigan,holland,ottawa,200
1340,MI-523,Michigan,eaton,eaton,68
1341,MN-500,Minnesota,hennepin,hennepin,2678
1342,MN-500,Minnesota,minneapolis,hennepin,2678
1343,MN-501,Minnesota,ramsey,ramsey,1713
1344,MN-501,Minnesota,st.paul,ramsey,1713
1345,MN-502,Minnesota,rochester,olmsted,485
1346,MN-503,Minnesota,carver,carver,746
1347,MN-503,Minnesota,scott,scott,746
1348,MN-503,Minnesota,washington,washington,746
1349,MN-503,Minnesota,anoka,anoka,746
1350,MN-503,Minnesota,dakota,dakota,746
1351,MN-505,Minnesota,st.cloud,stearns,916
1352,MN-508,Minnesota,moorhead,clay,253
1353,MN-509,Minnesota,st.louis,st.louis,555
1354,MN-509,Minnesota,duluth,st.louis,555
1355,MO-500,Missouri,st.louis,st.louis,371
1356,MO-501,Missouri,st.louis,st.louis,1147
1357,MO-503,Missouri,warren,warren,425
1358,MO-503,Missouri,lincoln,lincoln,425
1359,MO-503,Missouri,st.charles,st.charles,425
1360,MO-600,Missouri,webster,webster,517
1361,MO-600,Missouri,christian,christian,517
1362,MO-600,Missouri,greene,greene,517
1363,MO-600,Missouri,springfield,greene,517
1364,MO-602,Missouri,newton,newton,231
1365,MO-602,Missouri,jasper,jasper,231
1366,MO-602,Missouri,joplin,jasper,231
1367,MO-603,Missouri,dekalb,dekalb,148
1368,MO-603,Missouri,buchanan,buchanan,148
1369,MO-603,Missouri,andrew,andrew,148
1370,MO-603,Missouri,st.joseph,buchanan,148
1371,MO-604,Missouri,jackson,jackson,none
1372,MO-604,Missouri,independence,jackson,none
1373,MO-604,Missouri,kansas,clay,none
1374,MO-606,Missouri,missouribalanceofstate,adair,1571
1375,MO-606,Missouri,missouribalanceofstate,atchison,1571
1376,MO-606,Missouri,missouribalanceofstate,audrain,1571
1377,MO-606,Missouri,missouribalanceofstate,barry,1571
1378,MO-606,Missouri,missouribalanceofstate,barton,1571
1379,MO-606,Missouri,missouribalanceofstate,bates,1571
1380,MO-606,Missouri,missouribalanceofstate,benton,1571
1381,MO-606,Missouri,missouribalanceofstate,bollinger,1571
1382,MO-606,Missouri,missouribalanceofstate,boone,1571
1383,MO-606,Missouri,missouribalanceofstate,butler,1571
1384,MO-606,Missouri,missouribalanceofstate,caldwell,1571
1385,MO-606,Missouri,missouribalanceofstate,callaway,1571
1386,MO-606,Missouri,missouribalanceofstate,camden,1571
1387,MO-606,Missouri,missouribalanceofstate,capegirardeau,1571
1388,MO-606,Missouri,missouribalanceofstate,carroll,1571
1389,MO-606,Missouri,missouribalanceofstate,carter,1571
1390,MO-606,Missouri,missouribalanceofstate,cass,1571
1391,MO-606,Missouri,missouribalanceofstate,cedar,1571
1392,MO-606,Missouri,missouribalanceofstate,chariton,1571
1393,MO-606,Missouri,missouribalanceofstate,clark,1571
1394,MO-606,Missouri,missouribalanceofstate,clinton,1571
1395,MO-606,Missouri,missouribalanceofstate,cole,1571
1396,MO-606,Missouri,missouribalanceofstate,cooper,1571
1397,MO-606,Missouri,missouribalanceofstate,crawford,1571
1398,MO-606,Missouri,missouribalanceofstate,dade,1571
1399,MO-606,Missouri,missouribalanceofstate,dallas,1571
1400,MO-606,Missouri,missouribalanceofstate,daviess,1571
1401,MO-606,Missouri,missouribalanceofstate,dent,1571
1402,MO-606,Missouri,missouribalanceofstate,douglas,1571
1403,MO-606,Missouri,missouribalanceofstate,dunklin,1571
1404,MO-606,Missouri,missouribalanceofstate,franklin,1571
1405,MO-606,Missouri,missouribalanceofstate,gasconade,1571
1406,MO-606,Missouri,missouribalanceofstate,gentry,1571
1407,MO-606,Missouri,missouribalanceofstate,grundy,1571
1408,MO-606,Missouri,missouribalanceofstate,harrison,1571
1409,MO-606,Missouri,missouribalanceofstate,henry,1571
1410,MO-606,Missouri,missouribalanceofstate,hickory,1571
1411,MO-606,Missouri,missouribalanceofstate,holt,1571
1412,MO-606,Missouri,missouribalanceofstate,howard,1571
1413,MO-606,Missouri,missouribalanceofstate,howell,1571
1414,MO-606,Missouri,missouribalanceofstate,iron,1571
1415,MO-606,Missouri,missouribalanceofstate,jefferson,1571
1416,MO-606,Missouri,missouribalanceofstate,johnson,1571
1417,MO-606,Missouri,missouribalanceofstate,knox,1571
1418,MO-606,Missouri,missouribalanceofstate,laclede,1571
1419,MO-606,Missouri,missouribalanceofstate,lafayette,1571
1420,MO-606,Missouri,missouribalanceofstate,lawrence,1571
1421,MO-606,Missouri,missouribalanceofstate,lewis,1571
1422,MO-606,Missouri,missouribalanceofstate,linn,1571
1423,MO-606,Missouri,missouribalanceofstate,livingston,1571
1424,MO-606,Missouri,missouribalanceofstate,mcdonald,1571
1425,MO-606,Missouri,missouribalanceofstate,macon,1571
1426,MO-606,Missouri,missouribalanceofstate,madison,1571
1427,MO-606,Missouri,missouribalanceofstate,maries,1571
1428,MO-606,Missouri,missouribalanceofstate,marion,1571
1429,MO-606,Missouri,missouribalanceofstate,mercer,1571
1430,MO-606,Missouri,missouribalanceofstate,miller,1571
1431,MO-606,Missouri,missouribalanceofstate,mississippi,1571
1432,MO-606,Missouri,missouribalanceofstate,moniteau,1571
1433,MO-606,Missouri,missouribalanceofstate,monroe,1571
1434,MO-606,Missouri,missouribalanceofstate,montgomery,1571
1435,MO-606,Missouri,missouribalanceofstate,morgan,1571
1436,MO-606,Missouri,missouribalanceofstate,newmadrid,1571
1437,MO-606,Missouri,missouribalanceofstate,nodaway,1571
1438,MO-606,Missouri,missouribalanceofstate,oregon,1571
1439,MO-606,Missouri,missouribalanceofstate,osage,1571
1440,MO-606,Missouri,missouribalanceofstate,ozark,1571
1441,MO-606,Missouri,missouribalanceofstate,pemiscot,1571
1442,MO-606,Missouri,missouribalanceofstate,perry,1571
1443,MO-606,Missouri,missouribalanceofstate,pettis,1571
1444,MO-606,Missouri,missouribalanceofstate,phelps,1571
1445,MO-606,Missouri,missouribalanceofstate,pike,1571
1446,MO-606,Missouri,missouribalanceofstate,platte,1571
1447,MO-606,Missouri,missouribalanceofstate,polk,1571
1448,MO-606,Missouri,missouribalanceofstate,pulaski,1571
1449,MO-606,Missouri,missouribalanceofstate,putnam,1571
1450,MO-606,Missouri,missouribalanceofstate,ralls,1571
1451,MO-606,Missouri,missouribalanceofstate,randolph,1571
1452,MO-606,Missouri,missouribalanceofstate,ray,1571
1453,MO-606,Missouri,missouribalanceofstate,reynolds,1571
1454,MO-606,Missouri,missouribalanceofstate,ripley,1571
1455,MO-606,Missouri,missouribalanceofstate,st.clair,1571
1456,MO-606,Missouri,missouribalanceofstate,ste.genevieve,1571
1457,MO-606,Missouri,missouribalanceofstate,st.francois,1571
1458,MO-606,Missouri,missouribalanceofstate,saline,1571
1459,MO-606,Missouri,missouribalanceofstate,schuyler,1571
1460,MO-606,Missouri,missouribalanceofstate,scotland,1571
1461,MO-606,Missouri,missouribalanceofstate,scott,1571
1462,MO-606,Missouri,missouribalanceofstate,shannon,1571
1463,MO-606,Missouri,missouribalanceofstate,shelby,1571
1464,MO-606,Missouri,missouribalanceofstate,stoddard,1571
1465,MO-606,Missouri,missouribalanceofstate,stone,1571
1466,MO-606,Missouri,missouribalanceofstate,sullivan,1571
1467,MO-606,Missouri,missouribalanceofstate,taney,1571
1468,MO-606,Missouri,missouribalanceofstate,texas,1571
1469,MO-606,Missouri,missouribalanceofstate,vernon,1571
1470,MO-606,Missouri,missouribalanceofstate,washington,1571
1471,MO-606,Missouri,missouribalanceofstate,wayne,1571
1472,MO-606,Missouri,missouribalanceofstate,worth,1571
